,499527,499529,499533,499535,499537,499539,499541,499543,499545,499547,499551,499553,499557,499559,499561,499563,499565,499567,499573,499575,499577,499581,499583,499585,499587,499589,499591,499593,499599,499601,499603,499605,499607,499611,499617,499623,499625,499627,499629,499631,499635,499637,499639,499641,499643,499645,499653,MSKC-00350,MSKC-00351,MSKC-00352,MSKC-00358,MSKC-00359,MSKC-00360,MSKC-00363,MSKC-00364,MSKC-00378,MSKC-00379,MSKC-00380,MSKC-00386,MSKC-00258,MSKC-00259,MSKC-00260,MSKC-00266,MSKC-00267,MSKC-00268,MSKC-00274,MSKC-00275,MSKC-00276,MSKC-00281,MSKC-00282,MSKC-00283,MSKC-00289,MSKC-00290,MSKC-00291,MSKC-00296,MSKC-00297,MSKC-00298,MSKC-00304,MSKC-00305,MSKC-00306,MSKC-00312,MSKC-00313,MSKC-00314,MSKC-00320,MSKC-00321,MSKC-00327,MSKC-00328,MSKC-00329,MSKC-00335,MSKC-00336,MSKC-00337,MSKC-00343,MSKC-00344,MSKC-00345,MSKC-00578,MSKC-00579,MSKC-00580,MSKC-00586,MSKC-00587,MSKC-00588,MSKC-00594,MSKC-00595,MSKC-00596,MSKC-00602,MSKC-00603,MSKC-00604,MSKC-00610,MSKC-00611,MSKC-00612,MSKC-00626,MSKC-00628,MSKC-00633,MSKC-00637,MSKC-00641,MSKC-00643,MSKC-00649,MSKC-00653,MSKC-00659,6N,1N,2N,3N,8N,9N,10N,11N,13N,41N,47N,52N,53N,55N,146N,148N,149N,213N,215N,216N,217N,231N,234N,237N,239N,240N,4N,5N,44N,48N,51N,232N,235N,12N,16N,49N,147N,214N,241N,PT-NPJ7,PT-P44H,PT-R55F,PT-RN5K,PT-UTHO,PT-WVLH,MSKC-00487,MSKC-00464,MSKC-00478,NCIA-01751,NCIA-01753,NCIA-01757,NCIA-01759,NCIA-01763,NCIA-01765,NCIA-01767,NCIA-01769,NCIA-01771,NCIA-01773,NCIA-01775,NCIA-01777,DFCI-00530,DFCI-00532,DFCI-00536,DFCI-00540,DFCI-00546,DFCI-00548,DFCI-00549,DFCI-00566,DFCI-00574,DFCI-00601,DFCI-00603,DFCI-00607,DFCI-00609,DFCI-00611,DFCI-00615,DFCI-00617,DFCI-00619,DFCI-00621,DFCI-00623,DFCI-00627,DFCI-00631,DFCI-00635,DFCI-00637,DFCI-00744,DFCI-00748,DFCI-00752,DFCI-00756,DFCI-00757,DFCI-00760,DFCI-00761,DFCI-00769,DFCI-00773,DFCI-00777,DFCI-00782,DFCI-00789,DFCI-00790,DFCI-00067-01,DFCI-00068-01,DFCI-00091-01,DFCI-00092-01,DFCI-00093-01,DFCI-00095-01,DFCI-00097-01,DFCI-00118-01,DFCI-00121-01,DFCI-00123-01
(S)-3-hydroxybutyrylcarnitine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4458368381363,25.0653110851505,25.0408626964893,25.4013565814098,24.7074790000508,25.2797671842166,24.4753107679784,24.907775964209,24.6766849556618,26.3129722519867,24.6097447226402,26.4162321798786,24.3902478868817,25.2375907797536,25.1241116051217,25.20108691464,24.8626464637732,24.9135539636195,24.6349866947508,25.0015588948758,25.8530487635234,26.1980206249026,28.2659293990865,26.0145074528329,24.8092158759344,25.8142818660567,23.7996414619719,25.4158877213444,25.0079738187332,24.8701037946095,24.9561238064464,24.767301467329,24.7472627290373,25.8621143552971,21.8496738735907,22.1177816505081,25.8914480032517,25.4510291523458,25.5943079247346,25.1630823213671,25.1161990451212,25.5816163134736,24.3624140971695,24.9521466522723,25.7163091285514,26.1374537516892,24.7487380966124,25.0061722574443,24.8472431325526,25.2986350969746,24.5071866632294,25.9028195595442,24.2254413740481,23.5679781072228,25.9431447892753,24.080114137857,24.3610705053304,25.2194287628969,25.189452725864,24.5941019277975,25.7258380694424,25.0730111784331,25.530518577963,25.2409157711071,25.4937143574796,23.6850705041366,24.7317696645098,24.6755691024174,25.6982750090236,25.0238646076322,21.1902313909641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6833486831693,23.758736469821,22.657663311817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
(S)-a-amino-omega-caprolactam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0915007783974,23.8440992645895,23.3593073012079,22.4175008207409,20.3245069906066,21.667282558005,20.7252533358867,20.9722721441237,22.4878320083767,23.7022450994372,24.5106995345449,23.7533749081864,21.9087711934375,21.5551849499256,21.7896562844559,24.9955199996304,22.46355979693,23.2660664137151,22.6622267468712,21.5084143711866,23.8814159960336,22.0709464060371,23.2947921554073,18.4212482260957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1,2,3-benzenetriol sulfate (2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5518706109946,14.5518706109946,14.5518706109946,14.5518706109946,14.5518706109946,14.5518706109946,20.6749944016902,20.5156348982787,14.5518706109946,14.5518706109946,14.5518706109946,14.5518706109946,20.6555573853834,21.0305673326906,20.8827275414204,14.5518706109946,14.5518706109946,14.5518706109946,16.9890857511922,17.0457866631376,18.044667854756,14.5518706109946,14.5518706109946,17.8982337326093,17.9968618913404,18.1511942929456,18.2620149864127,19.6732546138786,19.9388830194724,19.9712341399622,14.5518706109946,14.5518706109946,14.5518706109946,14.5518706109946,14.5518706109946,14.5518706109946,14.5518706109946,14.5518706109946,14.5518706109946,14.5518706109946,17.0553727117396,14.5518706109946,14.5518706109946,14.5518706109946,14.5518706109946,16.6553671805381,16.8604386130183,15.2621158326092,15.6100164684983,16.2946387902765,13.5369712918259,13.5369712918259,13.5369712918259,16.6105680625272,21.4075305491645,14.9092413318444,13.5369712918259,14.6254097958947,15.1497210956181,16.9212539288752,16.6335344660871,16.5172376489536,13.5369712918259,19.7962098266974,13.5369712918259,17.6576935715961,13.5369712918259,16.0358316802392,16.3557065523955,16.5170628570372,13.5369712918259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1,2-dilinoleoyl-GPC (18:2/18:2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7757618367254,25.9858404323941,25.8779766319657,25.6344778670587,25.563584274213,25.5114358071816,24.8746422235398,25.3694147693488,25.1493156603365,25.3568701365472,25.3079077219332,24.4600847712868,25.6542897866479,25.3045080914701,25.2656726384672,25.6288594276276,25.774375629168,25.6380630168304,25.1734581197585,25.5051446020523,25.0679716515808,24.7634130471798,26.2248630747756,24.5967425350922,25.7890102159347,25.578326662835,25.9387231159408,25.0673272690718,25.3592926364716,25.3076449352128,25.0181015913688,25.0255772264898,25.1602644842817,23.74845030282,25.4827007481072,25.0804718657557,25.5703489636245,25.3032184791092,23.2928133711434,24.5874455337939,24.6615563226227,25.049525568397,25.081869865944,25.3806007003421,24.7488766374117,24.8043195529915,25.4020413089291,27.1327624354719,27.1621433530575,26.903322473209,26.0963651165915,26.4796916762047,26.3911246435186,25.3488895031181,27.0398194179803,26.7049744910464,25.2800364636235,25.5658302648866,25.7657573296903,26.9537674169651,26.9018918069998,26.9249027720661,26.2717049344922,27.1952811610274,26.262946937231,24.9360370370402,26.9048446626998,26.7353750051098,26.6754164368736,26.6564517391563,23.7756199402102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7482990237715,22.683434322987,23.3364966611259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1,2-dilinoleoyl-GPE (18:2/18:2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3322977292321,22.675517152318,22.8673838930492,22.1423691143793,22.3353085909712,22.1486615867187,21.6618220621991,22.0220550021703,21.8938401088595,21.5091777060784,21.6504809222096,21.0390124980919,21.6257411022293,21.9564934861427,21.8572997478647,22.1070516037874,22.2646485071155,22.2827128314131,22.4079391252347,22.2936589741704,21.6838201281887,21.3468394950085,21.0206331855253,21.0839412672333,22.034288107982,22.0589026056597,22.1773806169123,21.8652922033305,22.2243521009524,22.30337634514,21.4027667525416,21.4658534275429,21.6386849702685,20.5142279268347,22.0378549581695,21.8860779441286,22.0013203863626,21.8179120860097,19.7594982685595,20.7798557862885,20.8775686342788,21.4711372343144,21.8227402560519,21.802162252254,21.2648067085935,21.7860060972145,21.6773763492006,22.7339678286521,22.9693873826785,22.4467283542572,21.8195480040343,22.4502963028549,22.5036369178539,22.0875315987094,23.2196807752029,22.884077251996,21.2894073827481,20.9512142048689,21.3901039858002,23.0693659562146,22.3585220523716,22.9128430940072,21.4406307651542,22.9456574619458,21.5649438511848,20.3714120567647,23.18131679518,21.7150955104219,22.1988793093152,22.4756837308267,20.0762722895507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1233944224975,18.9902871032681,20.2601009198857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1,2-dioleoyl-GPC (18:1/18:1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9797093005436,25.3239864413084,24.1501408199921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1,2-dipalmitoyl-GPC (16:0/16:0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.2899382611714,26.8557943650575,26.5557463911948,27.5825995647714,27.2308331711621,27.6100337984307,27.0530484621768,26.8017913955401,26.9855808070831,26.7041473356155,27.1115996522148,27.8797105249539,26.79358613485,26.9347518694612,26.8062255029973,26.7605043273965,26.6927960558322,26.4921762765638,26.6695508233373,26.7957434382758,27.5208207996257,27.1451204537622,28.2920476707611,27.8134544806398,26.9601185924416,26.9722526244477,26.8635040896951,27.588613493306,27.1426930001749,26.9869650184123,27.1885326342811,26.8264461798157,26.8114965031016,27.4411060270057,26.9666187715047,26.6489875901149,27.2388920025956,27.0519105296771,28.5262515524654,26.7500689208966,26.7290647259889,27.3733837075178,26.6693668288429,26.7907918761517,27.828632609927,27.6843058808133,27.1804437724486,26.7858483754583,26.6233058659508,26.776806156945,27.4231710837106,27.4240121257687,26.5390415525033,28.6538791373878,27.4541790519192,27.8451620247313,27.4268557152601,27.1008502541742,26.9726852918036,26.915896026667,27.2338409100817,26.7942273469416,26.4871497078821,25.9832675715383,25.8199060877234,28.1717494315343,27.4151089719612,25.9612376020801,27.0828162772313,26.7935989680854,29.4658476789873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3816246751965,26.6636092571963,25.7501610134833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1,2-dipalmitoyl-GPE (16:0/16:0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8717078401957,20.2729464030474,20.0709913238529,20.9172785040677,20.4845676274691,20.944573082988,20.0823003570695,19.8228000618621,20.3761526322582,20.2160507564849,20.6429006018357,20.3729889399203,20.2054966239249,19.9790555232857,20.2085412159955,20.2334580514799,20.3326822887871,20.0731923052359,20.0980424548193,20.2285653390423,20.3252946001545,20.8104863745852,20.4749851732502,20.9981750498452,20.2981854706458,20.1729831577828,20.3818206270218,20.4130194942631,20.0779455579884,20.0818132702848,20.2740780126973,20.031062368053,19.7194761992978,20.2746019466593,20.6389456265655,20.007367966487,20.5599965354882,20.4572449169105,21.0517547459084,20.1825653542055,20.1676198632291,20.4735975039453,20.1294721953083,20.1991052388558,20.8634427191178,20.5592714751846,20.5318611763391,19.2757514230182,19.3667461619398,19.015040323452,19.2334204189468,19.2031607566359,18.7960266498877,20.3692480243706,19.2654424762685,19.3079546685737,19.4943401996418,19.0879432182629,19.2326702748487,19.7634457687087,19.5484820051823,19.6211966731069,18.5765531746644,18.6447304007576,18.3176028433071,19.5606508110407,20.1863109449992,18.4494982242852,19.2605485321234,18.9089413804452,20.9000122362173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.349,17.294,17.47,17.415,17.086,17.27,19.0062059896773,18.8788515768471,17.9663008027821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1,2-dipalmitoylglycerol",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9604986112733,17.5679171306997,19.0517365575345,19.6621149641747,20.6504856195544,19.2208545707071,13.5849590960483,13.5849590960483,17.8891616915176,17.8484247528109,19.0765787988649,18.3882350010586,-1.0778217131094,-1.0778217131094,-1.0778217131094,-1.0778217131094,-1.0778217131094,-1.0778217131094,-1.0778217131094,-1.0778217131094,-1.0778217131094,-1.0778217131094,-1.0778217131094,-1.0778217131094,-1.0778217131094,-1.0778217131094,-1.0778217131094,-1.0778217131094,-1.0778217131094,-1.0778217131094,-1.0778217131094,-1.0778217131094,-1.0778217131094,-1.0778217131094,-1.0778217131094,0.300343904372593,-0.483239416311716,0.706923303363146,-0.0303525679768335,0.391439100648053,-0.265701924022782,0.0963693589767804,0.642274860000564,-0.00239619981481245,-0.0967152196855321,-0.41836555456568,-0.0761635032930318,-0.447506168768524,-1.0778217131094,-1.0778217131094,-1.0778217131094,-1.0778217131094,-1.0778217131094,-1.0778217131094,-1.0778217131094,-1.0778217131094,-1.0778217131094,-1.0778217131094
"1,2-propanediol",12.9074252290994,16.0313630926181,20.1395740248117,17.2815146235854,17.0881104006256,14.7280097881639,17.134897001045,16.8255731737565,19.0943509605019,15.3884828842209,14.8939415074367,18.1056366606058,15.5133273229874,16.2488865621731,16.4310909757325,16.9377808306401,14.8418805460388,14.8368106426373,16.4786029550449,16.0531457386177,12.9074252290994,12.9074252290994,16.3342992595724,16.6111728682438,16.2483727682782,16.3366207056945,14.9787566452528,15.84913447061,15.0737244722205,16.3023047372621,17.8104040261801,16.2743342633466,12.9074252290994,12.9074252290994,17.2552991583889,14.5808678810032,12.9074252290994,17.8862246276737,14.553499447911,15.2219455958035,17.6875775141329,16.141500199276,12.9074252290994,16.3577153383158,17.6938170566981,16.1604712177292,12.9074252290994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.61,22.993,22.034,20.643,23.717,23.604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.14529480495233,-1.8745097122734,0.0222130621053569,-2.4749787883745,-0.958719500028843,5.58913196395543,0.602417479089409,1.90955651019279,0.146826926325677,-0.0255821773056404,-1.02234550957117,-1.20400785120879,0.250072449031694,-0.394231409942994,0.461822461439938,-0.309333724059319,0.93311323838209,-1.10516756314675,0.921616866837066,2.87353162357642,2.35616687171682,-0.458702606944656,-0.346069975057448,-3.14529480495233,-3.14529480495233,-3.14529480495233,-3.14529480495233,-3.14529480495233,-3.14529480495233,-3.14529480495233,-3.14529480495233,-3.14529480495233,-3.14529480495233,-3.14529480495233,-3.14529480495233,-3.14529480495233,-3.14529480495233,-3.14529480495233,-3.14529480495233,-3.14529480495233,-3.14529480495233,-3.14529480495233,-3.14529480495233,-3.14529480495233,-3.14529480495233,-3.14529480495233
